Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Manufacture_segment
6,2018,5000,4,1,0,18.6,1197,81.83,5.0,6.5,1
0,2014,66000,1,1,0,26.0,1498,98.6,5.0,5.7,1
0,2013,119000,1,1,0,12.99,2494,100.0,8.0,8.0,1
2,2016,45000,4,1,0,25.17,799,53.3,5.0,2.6,4
5,2009,66149,4,1,0,19.0,998,66.1,5.0,2.45,1
7,2014,42070,4,0,0,14.8,1595,120.7,5.0,11.57,3
8,2012,35503,4,1,0,18.9,998,67.1,5.0,2.3,1
6,2016,41460,1,1,0,25.2,1248,74.0,5.0,5.9,1
9,2015,40600,4,0,0,17.0,1591,121.3,5.0,7.2,1
0,2013,87000,1,0,0,22.0,1582,126.2,5.0,5.9,1
2,2014,30000,4,1,2,16.8,1497,116.3,5.0,6.0,1
8,2010,27089,4,1,0,16.0,1086,66.7,5.0,1.95,1
3,2016,53702,1,1,0,23.59,1364,67.04,5.0,6.55,1
5,2015,51000,1,0,0,27.03,1969,190.0,5.0,25.0,4
8,2012,36542,1,1,0,20.0,1399,68.05,5.0,2.65,0
9,2017,15000,1,0,0,13.0,2987,265.0,5.0,69.5,3
2,2012,65000,1,0,0,22.69,1995,190.0,5.0,14.0,2
10,2014,32000,4,1,2,22.74,796,47.3,5.0,2.1,1
5,2017,24393,1,1,0,13.68,2393,147.8,7.0,20.4,1
5,2019,1000,4,1,0,18.78,999,75.0,5.0,5.68,4
9,2014,28238,4,1,0,13.24,1598,102.5,5.0,5.55,1
9,2013,59000,1,1,0,13.5,2477,175.56,7.0,12.75,1
9,2012,92000,4,1,2,14.8,1799,130.2,5.0,3.35,1
8,2013,56840,4,1,0,22.74,796,47.3,5.0,1.55,1
3,2013,62746,1,1,2,20.54,1598,103.6,5.0,5.9,4
5,2012,96000,1,0,0,12.35,2179,187.74,5.0,18.98,2
9,2014,24000,4,1,0,13.7,1997,153.86,5.0,11.51,1
9,2016,54000,1,1,0,20.77,1248,88.76,7.0,7.75,1
2,2016,90000,1,1,0,12.99,2494,100.6,7.0,13.9,1
8,2010,40000,4,1,0,15.0,1368,90.0,5.0,1.35,1
9,2015,65938,1,0,2,12.07,2967,241.4,7.0,38.0,2
9,2017,16100,4,0,0,17.1,1591,121.4,5.0,11.6,1
5,2017,3600,1,0,0,21.5,1498,108.5,5.0,12.25,4
6,2011,52000,4,1,0,17.0,1497,118.0,5.0,3.8,1
9,2014,54000,1,1,0,20.0,1399,68.05,5.0,3.25,0
9,2016,15399,4,1,0,18.7,1199,88.7,5.0,6.4,1
1,2012,75000,4,1,2,16.47,1198,73.9,5.0,3.95,4
4,2010,76752,4,1,0,17.4,1497,117.3,5.0,3.57,1
9,2005,56000,4,1,2,17.7,1497,78.0,5.0,1.25,1
10,2015,70000,0,1,0,26.2,998,58.2,5.0,3.65,1
8,2013,46125,4,0,2,12.0,2354,187.4,5.0,12.5,1
0,2014,35000,1,0,2,18.12,1995,190.0,5.0,23.0,2
2,2003,80000,1,1,3,12.8,1489,35.5,5.0,1.35,5
3,2012,62729,1,1,0,12.05,2179,120.0,8.0,6.32,0
8,2012,34000,1,1,0,20.54,1598,103.6,5.0,3.4,4
6,1999,70000,4,1,2,17.3,993,60.0,5.0,0.77,1
6,2009,32000,4,1,0,16.1,796,37.0,4.0,0.9,1
4,2017,21000,4,0,0,14.28,1798,138.03,5.0,18.0,1
10,2013,49000,4,0,0,14.59,1997,245.0,5.0,19.0,2
2,2007,40000,4,1,3,13.8,1299,70.0,5.0,1.1,0
10,2012,78000,4,1,2,18.6,1199,79.4,5.0,2.0,0
0,2012,52000,1,1,0,21.43,1364,86.79,5.0,6.5,1
1,2014,65213,1,1,0,16.0,2179,140.0,7.0,9.45,0
9,2016,170000,1,1,0,24.4,1120,71.0,5.0,4.0,1
7,2017,36884,1,0,0,13.0,2143,204.0,5.0,32.25,3
10,2009,62500,4,1,0,20.36,1197,78.9,5.0,2.1,1
9,2015,68000,4,0,2,14.28,1798,138.03,5.0,9.75,1
8,2014,40748,4,1,0,14.53,1798,138.0,5.0,6.3,1
5,2013,60000,1,0,0,17.32,1968,184.0,5.0,21.0,2
9,2014,12400,1,1,0,21.9,1396,88.8,5.0,4.65,1
9,2013,87000,1,0,2,19.27,2143,167.62,5.0,17.0,3
10,2013,20248,1,1,0,21.1,1248,73.9,5.0,4.35,1
3,2017,52383,1,1,0,19.67,1582,126.2,5.0,14.82,1
4,2018,1000,1,0,0,13.6,1999,177.0,5.0,40.0,2
2,2016,85000,1,1,0,14.95,2489,93.7,7.0,6.15,0
0,2014,47000,1,1,0,12.99,2494,100.6,7.0,11.25,1
10,2018,17585,4,0,0,19.16,2494,157.7,5.0,32.0,1
3,2018,32496,1,0,0,13.22,2967,241.4,5.0,45.62,2
7,2017,34613,1,1,0,28.4,1248,74.0,5.0,6.24,1
2,2015,153000,1,1,0,20.77,1248,88.76,7.0,4.8,1
2,2014,54000,4,1,2,16.1,1197,85.0,5.0,4.5,1
7,2015,16900,4,1,0,20.36,1197,78.9,5.0,3.87,1
4,2013,62334,4,1,0,20.36,1197,78.9,5.0,2.75,1
7,2018,23714,4,1,0,21.4,1197,83.1,5.0,6.57,1
6,2010,52325,4,1,0,16.36,1495,93.7,5.0,2.0,1
0,2012,50000,4,1,0,19.4,1198,86.8,5.0,3.65,1
5,2016,55746,1,1,0,22.9,1248,74.0,5.0,6.95,1
1,2014,54000,4,1,0,20.14,1197,81.86,5.0,5.5,1
8,2013,43000,1,1,0,16.0,2179,140.0,7.0,7.0,0
4,2014,40000,1,0,0,13.0,2143,201.1,5.0,24.0,3
1,2010,125000,1,0,2,0.0,2179,115.0,5.0,11.0,2
1,2016,51944,1,0,0,19.27,2143,170.0,5.0,32.5,3
7,2015,46950,1,1,0,21.27,1396,88.76,5.0,6.45,1
9,2015,23000,1,0,0,19.3,1968,141.0,5.0,15.75,4
9,2014,54546,4,1,0,17.0,1497,118.0,5.0,5.5,1
7,2015,51535,1,0,0,12.55,2982,168.5,7.0,19.03,1
8,2013,45000,1,0,0,17.32,1968,184.0,5.0,15.25,2
5,2012,46004,4,1,0,20.92,998,67.1,5.0,2.4,1
2,2011,124000,1,1,0,23.03,1396,69.0,5.0,2.3,1
7,2014,77395,1,0,0,17.11,1968,174.33,5.0,14.35,2
9,2018,10600,0,1,0,33.44,796,40.3,4.0,3.5,1
7,2018,22974,4,0,0,18.0,1497,117.3,5.0,11.97,1
6,2009,89000,4,1,2,0.0,999,174.5,5.0,1.6,1
0,2015,65012,1,1,0,14.24,2755,174.5,7.0,18.9,1
0,2017,17125,4,1,0,18.9,1197,82.0,5.0,5.4,1
5,2015,90413,4,1,0,15.1,1196,73.0,7.0,2.95,1
1,2013,37000,4,1,0,16.47,1198,73.9,5.0,5.1,4
6,2006,65000,4,1,0,18.9,1061,67.0,5.0,1.5,1
1,2011,66000,4,1,0,17.0,1497,118.0,5.0,4.9,1
9,2010,86000,4,1,0,14.8,1799,130.2,5.0,2.9,1
10,2005,98437,4,1,0,13.0,1493,100.0,5.0,1.15,1
8,2010,18000,4,1,0,18.5,1197,80.0,5.0,2.3,1
7,2018,35070,1,1,0,24.0,1120,70.0,5.0,5.99,1
10,2011,42000,4,0,3,14.4,1598,103.6,5.0,3.4,4
8,2009,40000,4,1,0,20.36,1197,78.9,5.0,1.7,1
8,2009,43000,4,1,0,17.0,1197,80.0,5.0,1.99,1
10,2012,65000,4,1,0,18.6,1199,79.4,5.0,2.5,0
5,2013,74000,1,1,0,22.07,1199,73.9,5.0,4.85,4
5,2010,51192,4,1,0,15.6,1196,70.0,5.0,2.65,0
7,2014,14262,4,0,0,9.9,1984,207.8,2.0,27.35,2
6,2015,66339,1,1,2,25.1,1498,98.6,5.0,6.9,1
5,2013,90200,1,1,0,20.0,1399,68.05,5.0,3.5,0
4,2015,57854,1,1,0,12.99,2494,100.6,7.0,12.5,1
4,2017,32000,4,0,0,19.12,1373,91.1,5.0,9.2,1
9,2015,29631,4,0,0,18.9,1197,82.0,5.0,4.9,1
4,2009,55005,4,1,0,12.8,999,123.24,5.0,3.2,1
7,2014,54173,4,1,0,18.88,999,123.24,5.0,5.55,0
0,2014,50000,4,0,0,14.7,1798,177.6,5.0,13.5,4
8,2010,145000,1,1,0,20.4,1248,91.7,5.0,2.6,4
6,2015,78000,4,1,0,16.1,1298,88.2,5.0,4.5,1
4,2013,65000,1,0,2,11.8,2993,180.0,7.0,34.0,2
5,2012,120000,1,1,0,12.8,2494,102.0,7.0,12.0,1
9,2015,14000,1,1,0,28.4,1248,74.0,5.0,5.25,1
7,2014,57456,1,0,0,17.68,1968,174.33,5.0,21.56,2
3,2012,44450,1,0,0,22.48,1995,190.0,5.0,24.68,2
4,2013,63777,4,1,0,18.5,1197,82.9,5.0,3.67,1
9,2016,31000,1,0,0,17.05,1995,190.0,5.0,29.5,2
4,2012,60000,4,1,0,17.6,1496,88.73,5.0,3.1,1
0,2015,78008,1,1,0,17.0,1405,70.0,5.0,2.9,1
1,2014,33000,1,0,2,0.0,2987,165.0,5.0,43.0,3
9,2009,27078,4,0,0,10.98,1984,114.4,4.0,15.95,4
5,2011,57275,1,1,0,19.7,1598,103.6,5.0,4.5,4
4,2014,45000,1,1,0,24.0,1120,70.0,5.0,3.49,1
4,2014,57319,1,1,0,25.2,1248,74.0,5.0,4.25,1
2,2008,121097,1,1,2,24.0,1396,88.76,5.0,1.9,1
9,2011,89000,1,0,0,16.73,1995,218.0,5.0,16.57,2
1,2012,72000,4,1,0,17.0,1497,118.0,5.0,5.75,1
4,2013,36000,1,0,2,16.55,1968,147.51,5.0,14.0,2
6,2013,86000,1,1,2,19.5,1248,75.0,5.0,2.5,4
0,2002,85000,4,1,0,13.0,1343,90.0,5.0,1.2,1
10,2005,120000,4,1,2,15.5,1242,190.0,5.0,0.85,4
7,2013,37613,1,0,0,22.69,1995,190.0,5.0,13.95,2
2,2007,100000,4,1,0,16.6,1388,68.0,5.0,1.6,0
3,2016,5240,4,0,0,21.9,624,37.48,4.0,3.6,1
9,2018,20000,0,1,0,15.1,1196,73.0,5.0,4.5,1
3,2019,16862,4,1,0,20.89,1197,81.8,5.0,6.06,1
3,2013,59254,4,1,2,17.5,1298,85.8,5.0,5.29,1
6,2014,60000,1,1,0,22.7,1498,89.84,5.0,5.75,0
5,2015,50295,4,1,0,16.1,1197,85.8,5.0,5.8,1
3,2014,47674,4,1,0,19.1,1197,85.8,5.0,5.72,1
7,2014,61517,4,0,0,16.95,1197,78.9,5.0,4.39,1
3,2016,62946,1,1,0,15.1,2179,140.0,7.0,11.05,0
4,2015,66823,1,1,2,22.54,1396,88.73,5.0,4.83,1
10,2013,79494,0,1,0,33.54,998,67.04,5.0,2.96,1
2,2012,107000,1,1,2,21.27,1396,88.76,5.0,4.5,1
9,2011,55000,1,0,2,16.46,2993,258.0,5.0,19.5,2
9,2017,24000,4,0,0,14.3,1598,103.52,5.0,8.75,4
9,2016,20002,1,0,0,14.75,2967,245.0,7.0,67.0,2
7,2016,54317,4,1,0,17.4,1497,117.3,5.0,8.4,1
9,2016,10200,4,1,0,19.1,1197,82.0,5.0,4.99,1
3,2016,24337,1,1,0,26.0,1498,98.6,5.0,8.18,1
10,2012,79000,4,1,0,18.4,1198,86.8,5.0,2.9,1
6,2015,40500,1,1,0,28.09,1248,88.5,5.0,7.1,1
10,2016,23000,1,1,0,26.59,1248,74.0,5.0,7.05,1
10,2015,63050,4,0,0,11.1,2354,158.8,5.0,17.5,1
9,2008,78000,4,0,2,14.53,1794,138.1,5.0,3.41,1
10,2005,70000,4,1,0,0.0,1590,118.0,5.0,1.3,1
3,2012,66245,4,1,0,17.0,1497,118.0,5.0,5.68,1
1,2007,74112,1,1,0,12.05,2179,120.0,9.0,4.1,0
4,2011,87670,4,1,0,13.4,1798,157.8,5.0,4.0,4
5,2015,10000,1,0,0,18.88,1995,184.0,5.0,30.0,2
2,2007,62493,4,1,0,15.0,1586,104.68,5.0,1.8,1
7,2015,44620,4,1,0,20.73,1373,91.1,5.0,6.93,1
1,2012,66538,1,0,0,10.2,4367,308.0,7.0,70.0,2
0,2013,60000,1,1,0,12.99,2494,100.0,7.0,7.9,1
7,2011,20842,4,1,0,0.0,1086,62.0,5.0,2.78,1
2,2014,110000,1,0,0,13.01,2199,194.3,7.0,14.4,1
9,2011,45000,4,0,2,11.74,1796,186.0,5.0,13.5,3
9,2014,40000,0,1,2,26.6,998,58.16,5.0,3.15,1
3,2012,49008,4,1,0,19.7,796,46.3,5.0,2.88,1
8,2016,31000,4,1,0,24.7,796,47.3,5.0,2.15,1
10,2013,8000,4,1,0,16.95,1498,97.7,5.0,3.75,1
9,2019,171,4,1,0,24.7,796,47.3,5.0,3.6,1
8,2018,2100,4,1,0,24.07,998,67.1,5.0,3.6,1
3,2018,20667,4,0,0,18.9,1197,81.86,5.0,7.55,1
8,2015,50000,1,1,0,24.2,1498,98.6,7.0,4.7,1
6,2010,100030,1,1,2,18.8,1248,90.0,5.0,1.6,1
10,2011,75372,1,1,0,16.52,1991,123.7,5.0,3.34,0
7,2016,60475,4,0,0,18.0,1497,117.3,5.0,9.1,1
7,2019,18453,4,1,0,18.9,1197,81.86,5.0,6.17,1
5,2008,96578,1,1,0,22.0,1582,126.2,5.0,2.5,1
8,2016,31001,4,1,0,18.44,1198,75.0,5.0,3.0,1
6,2012,65900,1,1,0,22.32,1582,126.32,5.0,5.75,1
1,2017,26246,4,1,0,15.29,1591,121.3,5.0,10.75,1
6,2013,62700,4,1,2,20.51,998,67.04,5.0,2.85,1
2,2008,90000,4,0,0,10.2,2354,180.0,5.0,6.5,1
1,2016,36000,4,0,0,16.8,1497,118.0,5.0,9.45,1
4,2016,46000,1,1,0,27.39,1248,74.0,5.0,6.75,1
3,2017,73003,1,1,0,26.0,1498,98.6,5.0,7.75,1
7,2014,46566,1,1,0,22.54,1396,88.76,5.0,4.4,1
6,2015,41493,1,0,0,13.0,2987,265.0,5.0,42.0,3
7,2014,103788,1,1,0,19.01,1461,108.5,5.0,5.67,1
1,2016,45000,1,0,0,19.6,1461,108.45,5.0,11.5,4
10,2009,120000,4,1,0,18.9,998,67.1,5.0,1.69,1
6,2009,97359,1,1,2,17.1,1493,110.0,5.0,1.8,1
9,2016,62000,4,1,0,18.5,1197,85.8,5.0,3.2,1
10,2004,115000,4,1,2,0.0,1995,187.74,5.0,1.5,1
7,2019,18373,1,0,0,22.48,1995,187.74,5.0,45.86,2
5,2016,60453,4,1,0,16.47,1198,74.0,5.0,5.1,4
10,2013,37000,1,1,0,17.8,1248,70.0,5.0,4.85,1
9,2010,69009,4,1,2,15.6,1196,70.0,5.0,2.4,0
5,2013,30000,1,0,0,18.88,1995,184.0,5.0,22.0,2
4,2012,70707,1,1,0,22.32,1582,126.32,5.0,4.28,1
3,2015,64677,1,1,0,20.45,1461,83.8,5.0,5.67,4
1,2018,3000,4,0,0,18.9,1197,81.86,5.0,6.2,1
1,2013,49000,1,0,2,17.05,1995,184.0,5.0,14.49,2
10,2010,71000,1,1,0,21.1,1248,73.9,5.0,3.0,1
6,2010,52000,4,1,2,19.81,1086,68.05,5.0,2.25,1
7,2016,35659,1,0,0,15.97,2993,258.0,7.0,43.78,2
7,2019,5377,4,1,0,16.8,1497,116.3,5.0,11.45,1
4,2014,65000,1,0,0,11.18,2696,184.0,7.0,10.5,0
3,2015,92708,1,1,0,22.7,1498,89.84,5.0,7.48,0
3,2010,48105,4,1,0,19.7,796,46.3,5.0,3.1,1
9,2011,46759,4,1,0,16.47,1198,74.0,5.0,2.55,4
6,2013,62000,1,1,0,22.07,1199,73.9,5.0,3.5,4
8,2012,35175,1,1,0,22.07,1199,73.9,5.0,2.59,4
8,2013,70000,1,1,0,20.77,1248,88.8,7.0,5.45,1
8,2017,30000,1,1,0,22.77,1498,98.59,5.0,6.0,0
8,2016,66618,1,0,0,11.36,2755,171.5,7.0,15.49,1
9,2010,69300,4,0,2,10.8,2497,150.0,5.0,12.5,2
8,2017,148000,1,1,0,23.4,1248,74.0,5.0,4.75,1
9,2017,22000,4,1,0,18.88,999,123.24,5.0,7.85,0
0,2013,75000,1,1,0,16.8,1493,110.0,5.0,6.0,1
9,2016,43706,4,1,0,17.57,1193,88.7,5.0,4.0,1
9,2011,42000,1,0,0,14.4,2967,241.4,5.0,28.75,2
10,2012,65000,1,1,0,22.3,1248,74.0,5.0,2.5,1
4,2015,76128,1,1,0,26.59,1248,74.0,5.0,5.5,1
8,2010,39852,4,1,0,16.0,1368,90.0,5.0,1.59,4
9,2017,18673,4,1,0,18.6,1197,81.83,5.0,6.22,1
8,2016,11583,4,1,0,21.1,814,55.2,5.0,2.75,1
2,2007,82000,4,1,2,0.0,1086,136.0,5.0,1.35,1
10,2017,50000,1,0,0,17.9,2143,136.0,5.0,25.0,3
4,2014,77000,4,1,0,23.1,998,67.04,5.0,2.8,1
9,2014,54890,4,1,2,17.8,1199,76.8,5.0,2.45,0
10,2016,21000,4,0,0,19.0,1199,88.7,5.0,6.35,1
9,2009,58557,1,0,3,16.07,1995,181.0,5.0,8.0,2
1,2014,70000,1,1,0,19.01,1461,108.45,5.0,8.25,4
9,2017,16000,4,0,0,17.01,1499,110.4,5.0,5.95,0
7,2018,8899,1,1,0,13.68,2393,147.8,7.0,19.92,1
7,2016,83629,1,1,0,25.44,936,56.3,5.0,3.15,0
2,2014,35059,4,0,0,17.21,1798,189.0,4.0,5.75,4
7,2018,30552,1,0,0,10.91,3198,197.2,7.0,32.44,0
7,2016,44875,1,0,2,22.32,1582,126.32,5.0,8.01,1
3,2017,25095,4,1,0,18.16,1196,86.8,5.0,6.48,0
6,2007,59000,4,1,0,16.1,796,37.0,4.0,0.75,1
8,2014,36000,1,1,0,26.0,1498,98.6,5.0,5.0,1
9,2012,37000,1,1,0,16.0,2179,140.0,7.0,7.75,0
2,2010,90000,1,1,0,20.0,1399,68.0,5.0,2.6,0
10,2018,17000,4,1,0,17.0,1497,121.36,5.0,9.2,0
9,2015,42575,4,1,0,18.6,1197,81.83,5.0,5.05,1
5,2012,131000,1,1,0,12.99,2494,100.0,7.0,9.6,1
9,2013,74000,1,1,0,20.46,1461,83.8,5.0,5.5,4
9,2013,47234,1,1,0,12.99,2494,100.6,8.0,9.35,1
4,2009,231673,4,1,0,17.0,1497,118.0,5.0,2.6,1
5,2016,10000,4,1,0,24.07,998,67.1,5.0,3.5,1
7,2016,49389,4,1,0,19.49,1198,67.04,5.0,4.26,1
2,2016,12000,4,0,2,23.1,998,67.04,5.0,4.25,1
5,2010,65000,4,1,2,11.7,1796,178.0,5.0,11.75,3
2,2013,177000,1,1,0,23.5,1498,88.7,5.0,3.5,0
6,2015,89000,4,1,0,17.01,1591,121.3,5.0,7.5,1
2,2009,72000,4,0,3,15.0,1396,100.0,5.0,3.25,1
2,2012,49000,4,1,0,17.5,1298,85.8,5.0,4.9,1
5,2014,51355,1,0,0,14.84,2143,170.0,5.0,27.0,3
7,2017,13460,4,1,0,18.6,1197,81.86,5.0,8.91,1
7,2014,35642,4,0,0,17.01,1591,121.4,5.0,6.69,1
7,2014,52895,1,1,0,17.3,1998,163.7,5.0,6.02,0
9,2010,93000,4,1,0,14.28,1798,138.03,5.0,4.5,1
10,2011,70000,4,1,0,19.0,998,66.1,5.0,2.0,1
8,2012,32048,1,1,0,23.08,1461,63.1,5.0,2.4,1
10,2013,4700,4,1,0,25.4,624,37.48,4.0,1.2,1
4,2014,71800,1,1,0,23.4,1248,74.0,5.0,2.9,1
3,2008,69078,4,1,0,0.0,1968,184.0,5.0,40.88,2
0,2016,45000,1,0,0,17.32,1968,184.0,5.0,27.0,2
2,2016,15388,1,1,0,25.8,1498,98.6,5.0,7.5,1
9,2004,98798,4,1,0,14.7,1599,104.0,5.0,1.5,0
5,2016,43000,1,0,0,14.16,1968,174.3,5.0,39.5,2
5,2012,85112,1,1,0,23.2,1248,73.94,5.0,3.39,1
7,2018,37804,1,1,0,15.4,2179,120.0,7.0,12.4,0
2,2014,45000,1,1,0,28.09,1248,88.5,5.0,6.85,1
10,2011,116000,1,1,2,21.43,1364,138.0,5.0,5.75,1
2,2015,100073,1,1,2,25.0,1396,69.0,5.0,2.0,1
6,2006,165000,4,1,0,16.1,796,37.0,4.0,0.9,1
8,2015,22000,4,1,0,16.47,1198,74.0,5.0,3.8,4
4,2017,9500,4,0,0,14.62,1999,149.92,5.0,16.35,1
5,2012,152000,1,0,0,11.5,2982,169.0,7.0,16.5,1
3,2019,17705,4,1,0,21.4,1197,83.1,5.0,8.7,1
9,2016,12000,4,1,0,21.4,1197,83.1,5.0,6.1,1
5,2013,51000,1,0,0,23.8,1998,112.0,5.0,21.94,4
2,2009,42000,1,0,2,13.0,2987,210.0,5.0,22.0,3
4,2015,51000,4,1,0,20.92,998,67.1,5.0,2.65,1
7,2017,42527,4,1,0,20.4,1197,81.8,5.0,5.27,1
8,2014,45000,1,1,0,22.1,1248,74.0,5.0,2.48,0
8,2011,70000,1,1,0,12.8,2494,102.0,8.0,6.0,1
9,2009,92000,1,1,0,11.5,2982,171.0,7.0,8.9,1
5,2012,57156,1,0,2,18.88,1995,184.0,5.0,18.0,2
3,2016,53211,4,1,0,16.8,1395,138.02,5.0,11.64,4
8,2019,80000,1,1,0,11.5,2982,171.0,7.0,8.99,1
1,2009,74000,1,0,0,15.5,1896,105.0,5.0,5.25,4
8,2011,37000,1,1,0,23.0,1396,90.0,5.0,2.95,1
9,2013,64000,1,1,2,21.02,1248,88.76,5.0,2.65,1
10,2013,57197,4,1,0,15.04,1598,103.6,5.0,4.0,4
2,2016,55000,1,0,0,17.6,1582,126.2,5.0,12.5,1
9,2014,33000,4,1,0,21.1,1197,85.8,5.0,3.25,1
4,2008,70000,4,1,0,13.1,1997,141.1,5.0,4.0,1
4,2012,75000,1,1,2,15.1,2179,140.0,7.0,6.25,0
6,2016,58095,1,1,0,21.66,1498,108.62,5.0,5.8,4
8,2015,7445,4,1,0,17.57,1193,88.7,5.0,5.0,1
7,2016,17652,1,0,0,12.9,2993,270.88,5.0,58.73,2
7,2018,28321,4,0,0,14.28,1798,138.03,5.0,17.49,1
10,2011,69000,4,1,2,19.0,998,66.1,5.0,1.95,1
9,2007,80000,4,0,0,11.1,2354,142.0,5.0,3.0,1
4,2014,42365,4,1,0,17.0,1197,80.0,5.0,5.5,1
4,2013,123000,1,0,0,12.55,2982,168.5,7.0,16.5,1
9,2011,40000,4,0,2,11.74,1796,186.0,5.0,14.5,3
5,2016,30112,1,1,0,27.39,1248,74.0,5.0,7.79,1
7,2017,43775,1,1,0,20.77,1248,88.76,7.0,8.27,1
7,2019,26013,1,0,0,12.65,2993,255.0,5.0,97.07,2
9,2012,56000,4,1,0,12.9,1598,102.5,5.0,2.15,0
5,2008,95000,4,0,2,12.9,1799,130.0,5.0,3.0,1
3,2014,41089,1,0,0,16.09,1995,184.0,5.0,28.79,2
9,2011,41988,1,0,0,20.0,1968,138.1,5.0,5.45,4
4,2013,72486,1,1,0,23.4,1248,74.0,5.0,3.95,1
10,2013,92000,1,0,0,23.3,1984,150.0,5.0,16.0,4
4,2013,40000,4,1,0,17.5,1298,85.8,5.0,4.25,1
1,2014,56000,1,0,0,12.7,2179,187.7,5.0,34.5,2
9,2008,125000,4,0,3,11.7,2354,177.6,5.0,2.6,1
7,2017,29219,1,1,0,12.99,2494,100.6,8.0,13.48,1
5,2018,39927,1,1,0,12.55,2982,168.5,7.0,32.1,1
7,2018,38593,4,1,0,18.7,1199,88.7,5.0,6.17,1
8,2015,32000,4,1,0,17.0,1497,118.0,5.0,5.5,1
5,2017,28226,1,0,0,28.4,1248,73.75,5.0,9.15,1
10,2014,95000,1,1,0,21.64,1461,84.8,5.0,4.5,1
2,2014,194000,1,1,0,12.99,2494,100.6,8.0,10.5,1
3,2016,14821,4,1,0,19.4,1198,86.8,5.0,5.37,1
1,2012,52000,4,1,0,15.04,1598,103.6,5.0,5.45,4
9,2016,33000,1,1,0,16.0,2179,140.0,7.0,9.25,0
2,2016,29200,1,1,0,23.0,1498,98.96,5.0,7.7,0
5,2012,99754,1,1,0,17.72,1968,108.49,5.0,7.99,4
2,2012,49000,4,1,0,20.36,1197,78.9,5.0,3.0,1
5,2005,299322,1,1,0,12.8,2494,102.0,8.0,4.0,1
3,2018,38310,1,1,0,20.65,1248,88.7,5.0,6.69,1
4,2014,56000,1,1,0,22.9,1248,74.0,5.0,4.25,1
8,2017,31300,1,0,0,21.72,1498,108.4,5.0,10.5,4
3,2019,11241,1,1,0,13.68,2393,147.8,8.0,22.55,1
10,2014,48000,4,1,2,17.01,1591,121.3,5.0,5.2,1
3,2019,23882,4,1,0,17.4,1497,117.3,5.0,11.87,1
5,2014,65000,1,1,0,26.0,1498,98.6,5.0,6.99,1
6,2011,50000,1,1,0,20.54,1598,103.6,5.0,5.0,4
2,2014,25000,1,0,0,12.19,2967,236.0,5.0,44.0,2
2,2015,21000,4,1,0,22.74,796,47.3,5.0,2.79,1
10,2012,148000,1,1,2,21.12,1248,88.8,5.0,2.9,1
4,2016,68000,4,1,0,15.29,1591,121.3,5.0,9.85,1
1,2014,52000,1,0,0,12.0,2987,224.0,7.0,49.0,3
6,2016,19000,1,1,0,16.55,2498,105.0,6.0,9.25,0
9,2011,74000,1,1,2,22.32,1582,126.3,5.0,3.75,1
3,2017,30279,1,1,0,26.1,1498,99.0,5.0,7.29,0
9,2016,20000,1,0,0,20.7,1496,113.98,4.0,23.5,4
5,2013,34834,4,1,0,14.0,796,35.0,5.0,2.6,1
10,2015,90000,1,1,2,21.03,1461,65.0,5.0,3.1,0
3,2016,38730,1,0,0,14.21,2143,203.0,5.0,29.98,3
7,2016,57390,1,1,0,19.01,1461,108.45,5.0,6.73,4
8,2016,100000,1,1,0,23.4,1248,74.0,5.0,3.5,1
8,2011,50000,4,1,0,16.47,1198,73.9,5.0,2.35,4
3,2017,64961,1,1,0,16.0,2179,140.0,7.0,16.13,0
3,2014,72465,4,1,0,16.47,1198,74.0,5.0,5.9,4
5,2012,68776,4,1,0,21.1,1197,85.8,5.0,3.9,1
10,2005,150000,4,1,0,14.7,1598,102.0,5.0,1.5,0
4,2012,68000,1,1,0,12.8,2494,102.0,7.0,6.95,1
4,2015,33000,1,1,0,26.0,1498,98.6,5.0,7.0,1
3,2017,22389,4,1,0,17.0,1198,73.75,5.0,7.23,4
9,2012,90000,1,1,0,21.5,1248,88.8,5.0,3.81,1
2,2012,42000,4,1,3,18.6,1197,85.8,5.0,4.5,1
10,2017,38767,1,1,0,19.67,1582,126.2,5.0,12.6,1
1,2015,21000,1,0,0,12.07,2967,241.4,7.0,48.0,2
3,2010,59136,4,1,0,19.7,796,46.3,5.0,2.96,1
8,2014,36000,1,1,0,25.8,1498,98.6,5.0,3.25,1
2,2011,95000,1,0,2,18.33,1968,167.7,5.0,8.5,4
9,2013,51000,1,0,0,19.5,1582,126.24,5.0,8.75,1
7,2011,36411,4,1,0,18.9,998,67.1,5.0,3.08,1
9,2017,40000,1,0,0,12.81,1999,148.31,7.0,41.5,2
10,2016,27300,4,1,0,17.8,1497,117.3,5.0,7.0,1
7,2011,29813,4,0,2,14.74,1991,181.03,5.0,11.5,3
10,2011,71000,4,1,0,20.51,998,67.04,5.0,2.6,1
8,2014,32000,1,1,0,22.32,1582,126.3,5.0,4.3,1
9,2017,19234,0,1,0,17.5,1373,80.46,7.0,8.35,1
6,2017,50510,1,0,0,17.06,1968,141.0,5.0,24.9,4
10,2011,102000,1,0,0,15.06,1995,177.0,5.0,13.75,2
8,2014,42277,1,1,0,24.0,1186,73.97,5.0,3.85,1
9,2014,46000,1,0,0,13.0,2143,201.1,5.0,23.25,3
